"","2020-02-07","2020-02-14","2020-02-21","2020-02-28","2020-03-06","2020-03-13","2020-03-20","2020-03-27","2020-04-03","2020-04-10","2020-04-17","2020-04-24","2020-05-01","2020-05-08","2020-05-15","2020-05-22","2020-05-29","2020-06-05","2020-06-12","2020-06-19","2020-06-26","2020-07-03","2020-07-10","2020-07-17","2020-07-24","2020-07-31","2020-08-07","2020-08-14","2020-08-21","2020-08-28","2020-09-04","2020-09-11","2020-09-18","2020-09-25","2020-10-02","2020-10-09","2020-10-16","2020-10-23","2020-10-30","2020-11-06","2020-11-13","2020-11-20","2020-11-27","2020-12-04","2020-12-11","2020-12-18","2020-12-25","2021-01-01","2021-01-08","2021-01-15","2021-01-22","2021-01-29","2021-02-05","2021-02-12","2021-02-19","2021-02-26","2021-03-05","2021-03-12","2021-03-19","2021-03-26","2021-04-02","2021-04-09","2021-04-16","2021-04-23","2021-04-30","2021-05-07","2021-05-14","2021-05-21","2021-05-28","2021-06-04","2021-06-11","2021-06-18","2021-06-25","2021-07-02","2021-07-09","2021-07-16","2021-07-23","2021-07-30","2021-08-06","2021-08-13","2021-08-20","2021-08-27","2021-09-03","2021-09-10","2021-09-17","2021-09-24","2021-10-01","2021-10-08","2021-10-15","2021-10-22","2021-10-29","2021-11-05","2021-11-12","2021-11-19","2021-11-26","2021-12-03","2021-12-04"
"33","serviços","empresa","apesar","pequeno","indicar","fesap","braga","pessoa","cinema","milhões","incidência","testar","passageiro","convivência","air","entrever","portar","aviões","rever","passageiro","além","união","escócia","the","asiático","aragão","bori","autoridade","chegar","desde","república","farar","decretar","restaurante","cada","leão","tribunal","espaços","usar","podar","considerar","emergência","escola","ensinar","querer","merkel","loja","manter","exercício","vender","afluência","água","beber","passagem","autorizado","proibido","interior","interromper","conter","protestar","psp","após","vidar","universitário","curar","vivar","comércio","tripulante","vigor","alto","conselho","aml","tentar","quartafeira","alimentar","gratuito","produto","vigor","cliente","obrigatoriedade","cultural","população","vez","aglomerado","possível","costa","determinar","negativar","dizer","fim","ter","efetuadas","incêndio","vacinado","públicos","entrado","aguardar"
"34","imprensar","seis","continental","hora","exame","sacramento","notícias","contra","gel","problema","fábrica","dia","curvar","quintafeira","avisar","debater","atravessar","japão","proibição","emergência","cidadãos","portuguãªs","habitual","comunidade","embarcar","portuguãªs","países","necessário","estrangeiro","medido","identificado","transportar","angolano","serviço","declarar","regiões","habitante","semana","espanha","grego","ajudar","parecer","recolher","contra","confinamento","celebrações","aplicado","respostar","abstenção","voltar","podar","festa","proibição","cabeleireiro","contaminação","fauci","voar","sessão","liberdade","meianoite","leiria","restaurante","longo","prosseguir","deter","começar","isolamento","físico","certificar","ir","apenas","empresa","deslocações","grupar","ordem","médicos","cinema","planar","ar","determinado","espetáculos","conselho","governar","obrigatório","onde","executivo","trabalhar","mãªs","fim","sequência","anunciar","bloquear","antunes","impor","impor","embarcar","ainda"
"35","espaços","conferência","sete","áreas","governar","indicações","vídeo","coronavírus","nome","corriere","sonae","variação","quarentenar","prorrogado","irá","mês","aéreas","circular","estatal","proibido","contenção","voo","conter","logo","fronteira","territórios","impor","fim","infetadas","país","francês","restrições","checar","medida","países","parir","fechar","festa","países","restritivo","decisão","semana","parcial","natal","primeiroministro","disparar","mexer","números","antar","cortar","local","limitação","violação","vigor","recolhimento","autoridade","vê","governamental","minho","aplicado","durante","estarão","travar","recolhimento","prisão","iniciativo","ficar","exemplo","reunião","luso","empresa","decidir","caixa","empresa","partir","ministrar","associações","comércio","máscara","santuário","levantamento","sextafeira","luso","vacinado","deverá","entrar","norma","entrar","apresentar","presidente","fase","barreira","atualmente","altura","outro","máscaras","airbus"
"36","três","negócios","porque","centrar","colaborador","participação","fátima","falsar","terminal","concentrações","apresentado","máxima","suspender","artista","comercial","declarar","rota","tap","farar","schengen","relatar","britânicos","origem","chegar","negócios","recomendar","todo","vir","chinar","identificado","ministrar","ministrar","continental","respeitar","mil","controlar","proibido","próximas","território","primeiroministro","quartafeira","governar","semana","ano","governar","reduzir","agregado","tão","reunir","poder","abrir","exceções","manifestações","ações","evento","rua","incumprimento","comunicar","mai","sábado","abril","ordem","planar","confinado","territorial","adiantar","campeões","detetar","cidadãos","capacidade","obrigatório","direção","bancada","mear","letivo","miguel","consumidor","regra","ajuntamento","cumprir","prisional","manter","secretário","transmissão","obrigatoriedade","estar","máscaras","capacidade","espaços","medido","conselho","continuar","nova","contra","ahresp","recinto","airlines"
"37","riscar","anterior","explicar","infetado","espaço","cancelar","diess","prolongar","retomar","empresar","físico","brasil","testar","algarve","quarentenar","unidade","internar","europeu","venezuela","local","critérios","abrir","companhia","internacional","alimentar","país","oficialmente","detetado","efe","idear","the","medido","propagação","controlar","emergência","passar","fechado","italiano","fechado","anunciar","ministro","ir","poder","outro","fechado","situação","poderão","estabelecimento","apesar","manutenção","portar","policial","arouca","ir","passagem","agregar","obrigatório","seis","nova","ir","janeiro","regra","sair","territorial","nacional","reconhecer","utente","odemira","israelita","poder","capacidade","profilático","rápidos","públicos","apresentação","permitir","distribuidor","máscaras","governar","desportivo","espaços","planar","meter","reunião","pessoa","presidente","escola","aberto","respeitar","chefe","executivo","antar","imprensar","portar","vagar","resolução","ajudar"
"38","jogar","quase","executivo","seis","amorim","domingo","herbert","quedar","crime","abril","fronteirar","contactar","realizar","aberta","despachar","partir","república","partir","viajar","negócios","nível","destino","reabrir","companhia","indicar","britânico","localizar","semana","elevar","fechado","voltar","feirar","transportar","português","dentro","executivo","país","essencial","el","antar","impor","imprensar","conter","fechado","imprensar","natalícia","janeiro","familiar","decidir","mear","jardim","protesto","sextafeira","entrar","segundar","secretária","chinar","partir","usar","partir","contar","ministério","defender","dever","euro","trabalhador","controlar","juntar","reconhecer","restrições","farar","turma","cml","madrugar","obrigatoriedade","tomada","espectador","adotadas","livrar","fechado","sales","lidar","notícias","perito","líder","negativar","governar","máscaras","sequência","anunciar","férias","seleção","usar","máscara","comprovativo","aceder","além"
"39","geral","hospitalar","apoiar","dia","revolut","hubei","renault","airbus","grupar","mediante","outro","mantêm","autorização","decorrer","fronteira","desembarcar","airlines","encerramento","entrar","aéreas","território","santo","restrições","medido","inglaterra","essencial","antar","manter","levar","república","aeroporto","maio","aplicar","euro","riscar","pessoa","correr","algum","proibição","novembro","pessoa","sala","combater","inglaterra","podar","capital","correr","limitar","festa","crianças","cumprir","manifestante","militar","públicos","estrangeiro","necessidade","proibido","continental","membro","voo","entrar","imunizar","essencial","cada","odemira","pública","alívio","propagação","lopes","positivar","realizado","carnaval","correr","recomendado","quebrar","hotéis","pandemia","alojamento","evento","lenir","restaurante","ministro","rápidos","situações","utilização","onde","aluno","noite","funcionar","prevenção","desportivo","evitar","países","ramo","público","comprovativo","alemães"
"40","capital","funcionários","autoridade","parque","prosseguir","água","janela","fábrica","crescer","ramadão","quase","paulo","generalizado","interior","combater","hotel","terrestre","julho","instituto","espaço","ativos","sérvia","controlado","novo","voar","regional","aeroporto","noticiar","agência","britânicos","francãªs","certar","entrado","the","máximo","pandemia","italiano","fechado","propagação","escola","madrid","crescimento","algum","cercar","dia","pessoal","último","loja","partir","encerramento","cumprimentar","regra","espanha","voltar","essencial","medida","permanecer","funcionar","sextafeira","breton","local","almeida","cada","verificado","londres","internar","estádios","islândia","pago","junho","passageiro","governar","realizar","bastonário","epidemiologista","hotelaria","madrugar","manter","algum","medida","imprensar","rebelar","entrar","sobrar","beirar","cliente","evento","ensinar","resolução","primeiroministro","presentar","janeiro","máximo","idear","fechar","nova","alemanha"
"41","novo","direção","vão","precisar","entrada","apólices","campanha","filmar","ajudar","setores","lucro","jorge","app","justificar","chegar","tailândia","timorleste","itália","covid","aeroporto","geórgia","sextafeira","algarve","belga","férias","seguro","quartafeira","infetadas","últimas","fronteirar","semana","excluir","dentro","agora","europeu","espaços","itália","indicar","possibilidade","quatro","novembro","chanceler","vigorar","cidade","apelar","londres","possível","aluno","contenção","escola","exceções","anunciar","normalidade","determinar","decisão","autorizar","suspenso","convocar","oficial","comissário","emergência","executivo","campanha","setúbal","quintafeira","turista","ajuntamento","considerar","disparar","comunicar","profilático","ir","possível","retalhar","hotéis","vigor","setores","individual","fase","distanciamento","internamento","reabrir","abertura","renovar","aprovar","resposta","apresentação","distanciamento","abrigar","neste","governamental","apresentação","públicos","controlado","apresentar","obrigatoriedade","alertar"
"42","ho","especial","promoção","entanto","imprensar","basílica","site","empresar","iniciativo","partir","animal","campo","executivo","negócios","sintoma","air","chipre","aéreo","pandemia","critérios","schengen","aplicar","portuguãªs","baixo","cidadãos","escócia","permanecer","frança","regressar","áustria","entrado","hancock","partir","zona","número","emergência","gnr","rapidamente","proibido","casamento","semana","entrar","infetado","haver","ser","encerramento","obrigatório","distância","pessoa","função","permanência","qualquer","penar","partir","vírus","máscara","deter","notícia","pessoa","gnr","suspensão","internar","fechado","sucesso","proibido","guardar","profilático","máscaras","certificado","social","prolongar","estudar","atividades","obrigatoriedade","defender","vieira","funcionamento","defender","passar","espaços","livrar","custar","vigor","executivo","sempre","desportivo","ensinar","flor","presencial","agostar","atualizada","negativar","reunir","positivar","regional","estrangeirar","alguém"
"43","dia","cercar","famílias","autoridade","euro","catequese","baviera","pequeno","pequeno","lucrar","papar","donativo","urbano","câmara","alemanha","despachar","estrangeiro","rota","angolano","número","fixar","evitar","confinamento","reembolsar","espanha","região","cidadãos","contágio","diários","checar","sair","sábado","país","britânico","semana","rejeitar","alemã","ajuntamento","turista","país","horários","encerramento","familiar","família","população","festivo","sintoma","convidado","possibilidade","exemplo","encerrado","saídas","crime","pontar","anunciar","defeso","países","anúncio","janeiro","domicílio","interior","pedir","máscara","protestar","reabrir","santo","ligar","autarquia","salivar","dever","aula","june","diplomar","qualquer","através","nova","trabalhador","obrigatório","apenas","operação","oito","diretores","ministrar","aluno","máscaras","setores","restauração","liberdade","albuquerque","cidadãos","vírus","estar","transportar","reforço","primeiroministro","restrições","algum"
"44","visitante","impactar","hora","cercar","abranger","disney","santuário","luso","colocar","fiéis","últimos","empresa","encontrar","após","estar","france","circulação","mobilidade","aviação","testado","anunciar","capital","ministrar","galar","realizar","chegar","regional","negativar","irlanda","chile","aplicar","cidadãos","september","segurar","ministrar","medido","governar","decisão","cidade","durante","partir","alemã","circulação","número","ceder","apertar","restar","obrigar","colocar","comportamento","segundafeira","assembleia","mercadoria","ver","individual","partir","tender","surgir","entrever","exceções","restaurante","pandemia","contenção","versão","beja","reunir","jogar","período","pouco","internet","educação","exceções","condutor","promotor","acontecer","região","passar","pedir","ser","fim","conhecer","próximas","haver","querer","próximo","exigência","ocupação","espetadores","escolher","parque","garantir","públicos","lisboa","confinamento","setores","natureza","alimento"
"45","população","continuar","receber","garantir","dez","mónica","faurecia","agricultura","sporting","pandemia","maria","comércio","esplanada","forte","véspera","criminal","israel","ir","face","chinês","residente","inglaterra","informações","pedir","impor","turista","espanhol","alemão","mudança","noruega","justificar","entrado","outubro","países","parir","deverá","espanhol","declarar","outro","período","encerramento","domicílio","viagem","algum","conter","chanceler","encontrar","ajuntamento","proibição","travar","polícia","comercial","pretender","facto","empresar","envolver","encerrar","viagem","rir","manifestação","festival","alertar","missão","sanitária","trabalhar","enviar","ação","trabalhador","fazer","logo","evento","obrigatória","confirmar","banco","certificar","nacional","diplomar","encerrado","fechar","ilha","ser","albuquerque","passado","direçãogeral","públicos","algum","fim","senha","prisional","urgência","país","diferente","feirar","albuquerque","autónoma","espetáculos","alto"
"46","encerrar","tomada","manter","capital","fretar","realizado","coleção","anúncio","transição","aqui","mês","encerrar","incidência","mostrar","zona","gás","partir","face","aéreo","turista","novo","externar","vigor","alertar","milhões","testar","quintafeira","seguro","véspera","sulcoreano","recear","britânicos","cumprir","entanto","passageiro","públicos","proibir","proibição","restritivo","comercial","silvar","evento","período","próximo","circular","distanciamento","famílias","fazer","aumentar","então","máscaras","inscrever","anunciar","recolher","dever","português","sextafeira","internar","thierry","durante","prever","contexto","zona","galiza","turista","oferecer","vila","impor","costa","parar","mês","disponibilizar","questionado","preocupado","portar","tentar","elevar","fim","vigor","pandemia","obrigatório","cgtp","escola","testar","arrancar","obrigatório","reunião","lugar","denunciar","cinema","encerramento","existir","primeiroministro","riscar","entrado","ahresp","altura"
"47","contágio","vidar","lei","entrar","israelita","através","iniciativo","cair","parque","especial","ninguém","trabalhador","agravamento","afeta","deverá","proceder","hungria","território","serviço","dia","somar","grécia","julho","obrigatória","voo","catalunha","notícias","extremar","corredor","fila","viajar","exceções","médicos","nova","proibido","bar","decisão","comunidade","adotar","unir","refeições","evolução","polónia","restaurante","aberta","entrar","organização","podar","aplicar","efeito","david","banco","encerramento","loja","emergência","abertura","circulação","estrangeiro","recolher","região","território","sul","monitorização","tão","autoridade","reconhecimento","agrícolas","reuters","conselho","aluno","nestes","medida","apenas","alojamento","obrigar","serviços","criação","geral","polícia","noite","ceder","retomar","ver","saúde","letivo","local","regressar","normal","alívio","começa","apresentar","local","chefe","observador","liberdade","calamidade","âmbito"
"48","medida","geral","mês","poder","cercar","especialista","oração","morador","automóveis","beber","menos","secretário","repor","última","frança","reforçada","presidente","aprovar","presença","nível","decretar","britânica","sextafeira","governar","quartafeira","xinjiang","bordar","inglaterra","restrições","frança","investigado","república","contingência","conselho","autónomas","outubro","decretar","deter","país","sábado","away","primeiroministro","poderão","freguesia","ajuntamento","espaços","sublinhar","ainda","passar","partir","crime","atividade","pessoa","permanente","últimos","decisões","ensinar","sanitária","residente","origem","aeroporto","essencial","munícipes","citado","segundafeira","rir","juntar","dizer","amanhã","criança","presencial","marcar","gratuito","alar","entidade","querer","exigir","agostar","euro","santo","exterior","calamidade","restrições","funcionários","regional","luzir","direçãogeral","secretário","algum","urgências","fechado","ainda","município","citar","merkel","janeiro","ambos"
"49","região","bem","luso","coordenador","convidado","comunhão","sulcoreana","praça","possível","encerramento","editor","inalterado","validação","desconfinamento","luzir","manifestação","venezuela","vila","retirar","conter","temperatura","rt","capital","segurar","antar","origem","tripulação","negro","jornal","controlar","vários","setembro","aérea","centrar","ceuta","imprensar","contágios","evitar","entrar","conselho","dramática","novembro","loja","sistema","diretos","fechado","distância","particular","local","limitar","mesa","chegada","lei","psp","concelho","professor","usar","vir","apresentar","francãªs","polónia","abril","suscitar","pronto","ordem","estratégia","conseguir","ficar","profilático","massa","responsáveis","isolamento","deixar","atividades","certificado","passar","concentração","verão","local","passar","interior","socialdemocrata","nova","irá","assembleia","escola","conselho","república","pandemia","assembleia","transportar","reuters","áustria","apontar","restauração","território","ameaça"
"50","dizer","semana","evitar","explicar","opção","vaticano","internet","amigar","entrever","doar","tossir","amazon","positivo","dar","sala","imposição","proteger","documento","terçafeira","levar","detetados","ficar","aéreas","hotéis","consulado","diagnosticar","alemão","surtir","hora","cabo","algarve","entrar","viajar","metropolitano","medida","coordenação","pandemia","medido","extraordinário","noite","entrega","onda","espanhóis","vão","horário","bori","dar","restaurante","defender","semana","formar","taxa","dar","fiscalização","distrito","máscaras","imprensar","fim","cair","férias","alemão","desde","precaução","mês","distrito","câmaras","referente","variante","canal","tap","teletrabalho","notar","precisar","convidado","restauração","farmacêuticos","arquipélago","poderá","obrigatória","apenas","deputado","decisão","antar","tudo","todo","lar","interior","presencial","portuguãªs","ginásios","cidadãos","dizer","hospital","governar","controlar","realizar","américa"
